id_acidente;cadloga;cadlogb;alt_num;referencia;data;cod_acid;dp;talao;feridos;mortos;distrito_atz;princ_a;princ_b;tipo_acidente;automovel;moto;onibus;caminhao;bicicleta;moto_taxi;onibus_fretado;onibus_urbano;microonibus;van;vuc;caminhonete;carreta;jipe;outros;sem_info;carroca;latitude;longitude;end;geocode;flag_cruzamento
D011700337;98750;;0;NC;1/9/2017 19:17;2;14;378;0;1;SI;98750;;QB;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SI   SEM INFORMACAO DE ENDERECO, 0;MapInfo CET;FALSE
D021700068;36323;;337;;2/8/2017 19:18;2;70;1299;1;0;76;36323;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.621887;-46.505954;RUA   SOFIA CASTELANE, 337;MapInfo CET;FALSE
D071700979;7645;;2150;;7/27/2017 19:20;2;21;6086;1;0;91;7645;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.532429;-46.537723;AVENIDA CD DE FRONTIN, 2150;MapInfo CET;FALSE
D031700350;35645;;1;;3/13/2017 19:25;2;19;2560;1;0;89;35645;;CO;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-23.517699;-46.582525;VIADUTO   CURUCA, 1;MapInfo CET;FALSE
D051701061;2483;;760;;5/16/2017 19:30;2;102;1120;1;0;79;2483;;SI;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.673512;-46.712373;AVENIDA   ATLANTICA ANT. ROBERT KENNEDY, 760;MapInfo CET;FALSE
D051701113;46848;12326;0;;5/29/2017 19:30;2;15;1914;1;0;35;12326;46848;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.585272;-46.670683;AVENIDA   CHEDID JAFET X AVENIDA PRESTRADA  JUSCELINO KUBITSCHEK;MapInfo CET;TRUE
D081700210;62092;;94;;8/30/2017 19:30;2;24;6954;1;0;18;62092;;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.497389;-46.503889;RUA   OLHO D'AGUA DO BORGES, 94;MapInfo CET;FALSE
D081700454;18703;3653;0;;8/28/2017 19:30;2;8;2907;1;0;53;18703;19163;CV;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.552602;-46.599135;RUA   TAQUARI X RUA   BRESSER;MapInfo CET;TRUE
D101700606;5245;;930;;10/14/2017 19:30;2;4;9373;1;0;26;5245;;CL;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.548412;-46.650891;RUA  DA CONSOLACAO, 930;MapInfo CET;FALSE
D101700698;16369;;99;;10/1/2017 19:30;2;6;4053;1;0;49;16369;;CO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.564311;-46.629785;RUA   PIRESTRADA DA MOTA, 99;MapInfo CET;FALSE
D021700333;2181;;4777;;2/21/2017 19:40;2;66;709;1;0;4;2181;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.561751;-46.510677;AVENIDA   ARICANDUVA, 4777;MapInfo CET;FALSE
D051700355;21798;;91;;5/12/2017 19:40;2;80;3718;1;0;16;21798;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.678;-46.677863;RUA   ERNESTO ROTHSCHILD, 91;MapInfo CET;FALSE
D091701198;7257;3339;0;;9/24/2017 19:42;2;14;5082;1;0;2;2316;7257;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.547713;-46.715406;AVENIDA PROF  FONSECA RODRIGUES X PRACA   BEETHOVEN;MapInfo CET;TRUE
D061700240;11696;9806;0;;6/27/2017 19:43;2;64;5150;1;0;37;9806;11696;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.53087;-46.452883;RUA   LEILA X AVENIDA   PIRESTRADA DO RIO;MapInfo CET;TRUE
D051700857;46318;;10;;5/15/2017 19:45;2;90;4953;1;0;89;46318;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.506073;-46.559282;AVENIDA EDUC  PAULO FREIRE, 10;MapInfo CET;FALSE
D081700496;14094;1871;0;;8/5/2017 19:45;2;24;6295;1;0;64;1871;14094;CV;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.514212;-46.495752;ESTRADA  DE MOGI DAS CRUZES X RUA   ANTONIO SERTORIO;MapInfo CET;TRUE
D081701184;21450;;362;;8/5/2017 19:45;2;49;7610;1;0;73;21450;;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.607952;-46.457566;RUA  DAS ESTRELAS, 362;MapInfo CET;FALSE
D111700559;18813;10387;0;;11/4/2017 19:45;2;14;9641;1;0;45;10387;18813;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.558494;-46.679072;RUA   TEODORO SAMPAIO X RUA   JOAO MOURA;MapInfo CET;TRUE
D071700988;19599;18664;0;;7/19/2017 19:47;2;73;7543;0;1;82;18664;19599;QB;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.47467;-46.584751;RUA  DAS VERTENTES X RUA   TANQUE VELHO;MapInfo CET;TRUE
D021700855;4103;4248;0;;2/8/2017 19:50;2;23;727;1;0;6;4103;4248;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.532907;-46.664466;RUA DR  CANDIDO ESPINHEIRA X RUA   CARDOSO DE ALMEIDA;MapInfo CET;TRUE
D061700184;10528;18197;0;;6/20/2017 19:50;2;12;4166;1;0;56;10528;18197;CV;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-23.526864;-46.607411;RUA   JOAQUIM CARLOS X RUA   SILVA TELES;MapInfo CET;TRUE
D091702381;17339;;928;;9/12/2017 19:55;2;39;9529;2;0;92;17339;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.479195;-46.578487;AVENIDA   ROLAND GARROS, 928;MapInfo CET;FALSE
D021700521;26500;;620;;2/21/2017 20:00;2;27;1639;1;0;71;26500;;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.631079;-46.684178;AVENIDA PROF  VICENTE RAO, 620;MapInfo CET;FALSE
D031700172;11542;;5466;;3/26/2017 20:00;2;68;698;1;0;96;11542;;CO;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;-23.525164;-46.417794;AVENIDA   NORDESTINA, 5466;MapInfo CET;FALSE
D041701104;98807;;0;NC;4/24/2017 20:00;2;101;4113;1;0;30;98807;;CO;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.742432;-46.6644;AVENIDA   GAIVOTAS, 0;MapInfo CET;FALSE
D061700285;16870;5229;0;;6/28/2017 20:00;2;12;4377;1;0;10;5229;16870;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.542448;-46.615887;AVENIDA   RANGEL PESTANA X LARGO  DA CONCORDIA;MapInfo CET;TRUE
D061700566;15038;;115;;6/20/2017 20:00;2;23;3284;1;0;6;15038;;CT;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.520006;-46.667478;AVENIDA   ORDEM E PROGRESSO, 115;MapInfo CET;FALSE
D061700842;14094;;2300;;6/30/2017 20:00;2;62;4033;1;0;64;14094;;CL;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.516734;-46.478488;ESTRADA  DE MOGI DAS CRUZES, 2300;MapInfo CET;FALSE
D061701069;14804;16708;0;;6/10/2017 20:00;2;4;5826;1;0;7;14804;16708;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.55566;-46.649413;AVENIDA   NOVIELA DE JULHO X PRACA   QUATORZE BIS;MapInfo CET;TRUE
D071700201;3912;18886;0;;7/17/2017 20:00;2;96;6186;1;0;35;3912;18886;CV;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.606713;-46.679474;RUA   CALIFORNIA X RUA   TEXAS;MapInfo CET;TRUE
D111700985;17824;;11538;;11/30/2017 20:00;2;69;11006;1;0;76;17824;;CO;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.614595;-46.501078;AVENIDA   SAPOPEMBA, 11538;MapInfo CET;FALSE
D111703259;3522;3487;0;;11/3/2017 20:00;2;2;5767;1;0;69;3487;3522;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.525949;-46.651661;RUA  DO BOSQUE X RUA   BORACEA;MapInfo CET;TRUE
D031700128;3637;;3500;;3/8/2017 20:07;2;13;2500;1;0;70;3637;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.504697;-46.62739;AVENIDA   BRAZ LEME, 3500;MapInfo CET;FALSE
D101700208;15706;17180;0;;10/25/2017 20:10;2;12;4603;1;0;56;15706;17180;CV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.526877;-46.605871;RUA   PAULO ANDRIGHETTI X RUA STA  RITA;MapInfo CET;TRUE
D011700389;71638;;30;;1/29/2017 20:15;2;13;905;1;0;21;71638;;CO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.487416;-46.656509;RUA   SEBASTIAO RIBEIRO DO VALLE, 30;MapInfo CET;FALSE
D031700498;16337;;3954;;3/1/2017 20:15;2;34;684;1;0;94;16337;;QB;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.593671;-46.743213;AVENIDA   ELISEU DE ALMEIDA, 3954;MapInfo CET;FALSE
D031700525;967;;1181;;3/9/2017 20:18;2;19;2434;0;1;89;967;;CO;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.517605;-46.584896;RUA   AMAMBAI, 1181;MapInfo CET;FALSE
D041701008;16635;;157;;4/25/2017 20:18;2;68;1667;1;0;96;16635;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.535229;-46.40992;RUA   CRUZ DO ESPIRITO SANTO, 157;MapInfo CET;FALSE
D071700814;9084;;5453;;7/8/2017 20:19;2;63;5632;0;1;87;9084;;QB;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.514197;-46.452251;ESTRADA  DO IMPERADOR, 5453;MapInfo CET;FALSE
D041700014;34682;;6000;;4/24/2017 20:20;2;37;2955;1;0;17;34682;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.616339;-46.757103;ESTRADA  DO CAMPO LIMPO, 6000;MapInfo CET;FALSE
D111702780;8320;12307;0;;11/2/2017 20:20;2;73;11583;1;0;39;8320;12307;CF;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.467704;-46.584129;AVENIDA   GUAPIRA X AVENIDA   LUIS STAMATIS;MapInfo CET;TRUE
D021700214;11716;;120;;2/2/2017 20:28;2;51;439;1;0;12;11716;;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.571929;-46.702543;RUA   LEMOS MONTEIRO, 120;MapInfo CET;FALSE
D061700368;14932;;1;;6/24/2017 20:30;2;10;5449;1;0;18;14932;;CV;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.499394;-46.529435;RUA   OLGA ARTACHO, 1;MapInfo CET;FALSE
D061700992;16484;;23;;6/10/2017 20:30;2;64;3517;1;0;37;16484;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.538983;-46.458877;RUA   TUPARENDI, 23;MapInfo CET;FALSE
D071700389;22555;;404;;7/13/2017 20:30;2;65;2130;1;0;5;22555;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.542318;-46.478555;AVENIDA   JOSE PINHEIRO BORGES, 404;MapInfo CET;FALSE
D121700795;13294;;2101;;12/1/2017 20:38;2;53;7881;1;0;24;13294;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.558472;-46.475124;AVENIDA   MARIA LUIZA AMERICANO, 2101;MapInfo CET;FALSE
D041701100;14903;15307;0;;4/8/2017 20:45;2;12;2348;1;0;56;14903;15307;CV;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.528035;-46.618291;RUA  DAS OLARIAS X RUA   PAGANINI;MapInfo CET;TRUE
D111702320;78626;;221;;11/14/2017 20:45;2;50;10439;1;0;36;78626;;CO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.506078;-46.386382;AVENIDA   MONTE PIRAPIRAPUA, 221;MapInfo CET;FALSE
D011700357;31919;15559;0;;1/17/2017 20:50;2;96;442;1;0;35;14800;31919;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.617004;-46.68648;AVENIDA JORN  ROBERTO MARINHO X RUA   PASCOALAMEDA PAIS;MapInfo CET;TRUE
D091702699;3653;;2000;;9/6/2017 20:58;2;8;6130;1;0;10;3653;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.54568;-46.604877;RUA   BRESSER, 2000;MapInfo CET;FALSE
D031700389;8374;;150;;3/28/2017 21:00;2;78;3451;1;0;45;8374;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.573307;-46.657049;RUA   GUARARA, 150;MapInfo CET;FALSE
D041700291;12165;11078;0;;4/19/2017 21:00;2;78;1657;1;0;90;11078;12165;CV;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.57207;-46.653517;AVENIDA BRIG  LUIS ANTONIO X RUA   JOSE MARIA LISBOA;MapInfo CET;TRUE
D051700081;15507;;7641;;5/14/2017 21:00;2;85;4499;0;1;23;15507;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.761219;-46.715555;AVENIDA SEN  TEOTONIO VILELA, 7641;MapInfo CET;FALSE
D101700933;79111;2429;0;;10/10/2017 21:00;2;62;8039;1;0;28;2429;79111;CO;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.484833;-46.478954;RUA REV  JOSE DE AZEVEDO GUERRA X RUA DR  ASSIS RIBEIRO;MapInfo CET;TRUE
D111700957;22555;;2500;;11/2/2017 21:00;2;68;4439;1;0;37;22555;;CL;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.539925;-46.458707;AVENIDA   JOSE PINHEIRO BORGES, 2500;MapInfo CET;FALSE
D121702280;14975;;1907;;12/24/2017 21:10;2;59;11700;1;0;44;14975;;CV;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-23.483909;-46.415287;AVENIDA   OLIVEIRA FREIRE, 1907;MapInfo CET;FALSE
D051700265;13973;;170;;5/16/2017 21:12;2;90;4993;1;0;92;13973;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.490399;-46.57448;AVENIDA   MILTON DA ROCHA, 170;MapInfo CET;FALSE
D091700972;21997;;329;;9/1/2017 21:17;2;98;6811;1;0;22;21997;;CO;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.688745;-46.634807;RUA PROF  FREITAS JULIAO, 329;MapInfo CET;FALSE
D041700095;13881;;7474;;4/16/2017 21:18;2;63;3211;2;0;87;13881;;CF;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;-23.498674;-46.463147;AVENIDA S  MIGUEL, 7474;MapInfo CET;FALSE
D051701182;18563;;101;;5/20/2017 21:20;2;17;1931;1;0;34;18563;;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.577218;-46.60946;RUA   TABOR, 101;MapInfo CET;FALSE
D111701527;7658;19100;0;;11/22/2017 21:20;2;96;9991;1;0;35;7658;19100;CL;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.596557;-46.690644;RUA   FUNCHAL X AVENIDA  DOS BANDEIRANTES;MapInfo CET;TRUE
D011700031;8367;;3028;;1/30/2017 21:25;2;92;275;1;0;46;8367;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.684477;-46.747587;AVENIDA   GUARAPIRANGA, 3028;MapInfo CET;FALSE
D091701735;27358;;1525;;9/5/2017 21:26;2;28;7951;2;0;29;27358;;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.476852;-46.705498;AVENIDA   FUAD LUTFALLA, 1525;MapInfo CET;FALSE
D061700020;6897;11789;0;;6/6/2017 21:37;2;15;4891;1;0;35;6897;11789;CV;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.588661;-46.681978;AVENIDA BRIG  FARIA LIMA X RUA   LEOPOLDO COUTO MAGALHAESTRADA JR.;MapInfo CET;TRUE
D111703253;8000;8483;0;;11/27/2017 21:40;2;34;8881;0;1;83;8000;8483;CO;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.628349;-46.736071;AVENIDA   GIOVANNI GRONCHI X AVENIDA DR  GUILHERME DUMONT VILARES;MapInfo CET;TRUE
D021700084;16829;63613;0;C LUIS ALARDO D;2/9/2017 21:41;2;42;862;1;0;93;16829;63613;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.607696;-46.558716;RUA PDE  RAIMUNDO DA SILVA X RUA   LUIS ALARDO DE MENEZES;MapInfo CET;TRUE
D051700901;40430;;836;;5/31/2017 21:45;2;73;5727;1;0;39;40430;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.430327;-46.567597;ESTRADA   TRESTRADA CRUZES, 836;MapInfo CET;FALSE
D091700686;9546;18232;0;;9/25/2017 21:46;2;5;8787;1;0;7;9546;18232;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.558446;-46.650863;RUA   ITAPEVA X RUA   SILVIA (BELA VISTA);MapInfo CET;TRUE
D011700756;27613;;912;;1/9/2017 22:00;2;74;469;1;0;11;27613;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.446618;-46.689514;RUA   DANIEL CERRI, 912;MapInfo CET;FALSE
D091700994;3771;;5000;;9/9/2017 22:00;2;72;7246;1;0;13;3771;;CO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.46774;-46.670136;AVENIDA   INAJAR DE SOUZA, 5000;MapInfo CET;FALSE
D101702041;9715;;0;NC;10/9/2017 22:00;2;16;3562;1;0;77;9715;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.604902;-46.63697;AVENIDA   JABAQUARA, 0;MapInfo CET;FALSE
D121700455;12165;;2748;;12/5/2017 22:00;2;78;10445;1;0;45;12165;;CO;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-23.57133;-46.652719;AVENIDA BRIG  LUIS ANTONIO, 2748;MapInfo CET;FALSE
D031700771;7645;44742;0;;3/24/2017 22:01;2;21;2377;1;0;91;7645;44742;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.531631;-46.522289;AVENIDA CD DE FRONTIN X AVENIDA   BERNARDINO BRITO FONSECA DE CA;MapInfo CET;TRUE
D051700864;661;;68;;5/4/2017 22:10;2;63;3740;1;0;87;661;;CF;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.49176;-46.454181;RUA   PAPIRO-DO-EGITO, 68;MapInfo CET;FALSE
D011700706;5738;;1050;;1/27/2017 22:17;2;40;846;1;0;50;5738;;CO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.492279;-46.668069;RUA PROF  DARIO RIBEIRO, 1050;MapInfo CET;FALSE
D041700316;14453;6263;0;;4/4/2017 22:20;2;77;2192;1;0;69;6263;14453;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.53065;-46.649264;RUA CONS  NEBIAS X ALAMEDA   EDUARDO PRADO;MapInfo CET;TRUE
D011700495;30718;593;0;;1/3/2017 22:22;2;22;86;1;0;44;593;30718;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.4815;-46.415979;AVENIDA   JOSE MARTINS LISBOA X RUA   ROSA RUBRA;MapInfo CET;TRUE
D061700540;73197;;314;;6/27/2017 22:25;2;46;2335;1;0;61;73197;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.407932;-46.758445;RUA   MOGEIRO, 314;MapInfo CET;FALSE
D011700705;9764;;616;;1/23/2017 22:30;2;27;948;1;0;15;9764;;QB;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.624106;-46.678283;RUA BR DE JACEGUAI, 616;MapInfo CET;FALSE
D041700419;8255;;1238;;4/27/2017 22:30;2;77;1739;1;0;69;8255;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.531182;-46.647002;RUA   GUAIANASES, 1238;MapInfo CET;FALSE
D061700993;12403;;2129;;6/17/2017 22:30;2;92;5958;1;0;43;12403;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.675934;-46.752073;ESTRADA   M'BOI MIRIM, 2129;MapInfo CET;FALSE
D011700069;35462;;12;;1/6/2017 22:40;2;35;115;0;1;38;35462;;CH;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.657034;-46.651792;RUA   SENEGAL, 12;MapInfo CET;FALSE
D091701644;48038;;2668;;9/16/2017 22:42;2;24;7419;1;0;59;48038;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.527271;-46.490132;AVENIDA   CALIM EID (PONTE RASA), 2668;MapInfo CET;FALSE
D031700137;71944;;477;;3/6/2017 22:45;2;59;2187;1;0;44;71944;;CO;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.488589;-46.392774;RUA   DOMINGOS FERNANDESTRADA NOBRE, 477;MapInfo CET;FALSE
D041700494;15656;15372;0;;4/27/2017 22:55;2;78;3655;1;0;7;15372;15656;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.563687;-46.653705;AVENIDA   PAULISTA X RUA   PAMPLONA;MapInfo CET;TRUE
D071700522;14317;;400;;7/25/2017 22:55;2;6;2928;1;0;49;14317;;CO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.568131;-46.62638;RUA   MUNIZ DE SOUSA, 400;MapInfo CET;FALSE
D071700680;21475;;50;;7/12/2017 23:00;2;50;6593;1;0;36;21475;;QB;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.493178;-46.383464;RUA   MANUEL LEMESTRADA DA SILVA, 50;MapInfo CET;FALSE
D101702743;15887;10412;0;;10/25/2017 23:00;2;27;5586;1;0;15;10412;15887;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.638386;-46.657884;AVENIDA   PEDRO BUENO X AVENIDA   JOAO PEDRO CARDOSO;MapInfo CET;TRUE
D021700162;19764;;412;;2/13/2017 23:01;2;3;1420;1;0;66;19764;;CO;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-23.552226;-46.637387;AVENIDA   VINTE E TRESTRADA DE MAIO, 412;MapInfo CET;FALSE
D031700493;7645;2181;0;;3/22/2017 23:11;2;30;2316;1;0;91;2181;7645;CO;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.534729;-46.547491;AVENIDA CD DE FRONTIN X AVENIDA   ARICANDUVA;MapInfo CET;TRUE
D091701409;4847;;661;;9/19/2017 23:23;2;57;5897;1;0;53;4847;;CO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.577481;-46.585969;RUA   CHAMANTA, 661;MapInfo CET;FALSE
D021700971;5618;;4987;;2/22/2017 23:28;4;83;1088;1;0;68;5618;;AT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.64403;-46.612262;AVENIDA  DO CURSINO, 4987;MapInfo CET;FALSE
D051700686;18151;;2700;;5/2/2017 23:28;2;20;4215;0;1;81;18151;;CO;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.455586;-46.602387;AVENIDA CEL  SEZEFREDO FAGUNDES, 2700;MapInfo CET;FALSE
D041700962;7061;;83000;;4/20/2017 23:30;2;73;3993;0;1;39;7061;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.438155;-46.567817;VIA   FERNAO DIAS, 83000;MapInfo CET;FALSE
D061700646;11321;;1000;;6/10/2017 23:30;2;39;2138;1;0;92;11321;;CO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;-23.490328;-46.595521;AVENIDA   JULIO BUONO, 1000;MapInfo CET;FALSE
D101700461;14743;;1366;;10/20/2017 23:30;2;99;12327;0;2;16;14743;;CO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.667285;-46.689915;AVENIDA NSRA DO SABARA, 1366;MapInfo CET;FALSE
D091703409;3581;5175;0;;9/25/2017 23:59;2;78;8923;1;0;45;3581;5175;CO;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-23.569323;-46.671884;AVENIDA   BRASIL X RUA   COLOMBIA;MapInfo CET;TRUE
